,tconst,primaryTitle,originalTitle,startYear,genres,averageRating,numVotes
175516,tt0181739,OsmosisJones,Osmosis Jones,2001,"Action,Adventure,Animation",8.6,13.0
18964,tt0019237,OurDancingDaughters,Our Dancing Daughters,1928,Drama,6.0,9.0
14127,tt0014341,OurHospitality,Our Hospitality,1923,"Comedy,Romance,Thriller",7.1,16.0
58447,tt0059557,OurManFlint,Our Man Flint,1966,"Action,Adventure,Comedy",3.6,39.0
111595,tt0114069,Outbreak,Outbreak,1995,"Action,Drama,Thriller",7.2,286.0
81112,tt0082869,Outland,Outland,1981,"Action,Crime,Sci-Fi",7.7,36.0
444870,tt0462465,Outlander,Outlander,2008,"Action,Adventure,Fantasy",7.0,6.0
865780,tt0892899,Outpost,Outpost,2008,"Action,Horror,Sci-Fi",4.9,596.0
408689,tt0425326,Outsourced,Outsourced,2006,"Comedy,Drama,Romance",8.5,22.0
780189,tt0804516,P2,P2,2007,"Crime,Horror,Thriller",7.4,16.0
108369,tt0110759,PCU,PCU,1994,Comedy,5.4,10.0
98127,tt0100318,PacificHeights,Pacific Heights,1990,Thriller,4.7,15.0
2173653,tt1663662,PacificRim,Pacific Rim,2013,"Action,Adventure,Sci-Fi",,
63521,tt0064782,PaintYourWagon,Paint Your Wagon,1969,"Comedy,Drama,Musical",6.2,24.0
87832,tt0089767,PaleRider,Pale Rider,1985,"Drama,Western",3.9,70800.0
1716936,tt1188729,Pandorum,Pandorum,2009,"Action,Horror,Mystery",,
439949,tt0457430,PansLabyrinth,El laberinto del fauno,2006,"Drama,Fantasy,War",8.4,11.0
1708434,tt1179904,ParanormalActivity,Paranormal Activity,2007,"Horror,Mystery,Thriller",,
117157,tt0119860,ParasiteEve,Parasaito Ivu,1997,"Drama,Horror,Romance",6.9,11.0
95941,tt0098067,Parenthood,Parenthood,1989,"Comedy,Drama",5.8,13.0
1759687,tt1233334,Pariah,Pariah,2011,Drama,,
2404482,tt1904996,Parker,Parker,2013,"Action,Crime,Thriller",,
1496699,tt1092082,Passchendaele,Passchendaele,2008,"Drama,History,Romance",,
102833,tt0105104,Passenger57,Passenger 57,1992,"Action,Crime,Thriller",6.2,106.0
125933,tt0129290,PatchAdams,Patch Adams,1998,"Biography,Comedy,Drama",5.8,177.0
64911,tt0066206,Patton,Patton,1970,"Biography,Drama,War",8.3,3563.0
93762,tt0095836,PattyHearst,Patty Hearst,1988,"Biography,Drama",6.7,181.0
1627534,tt1114740,PaulBlartMallCop,Paul Blart: Mall Cop,2009,"Action,Comedy,Crime",,
122287,tt0125454,Paulie,Paulie,1998,"Adventure,Comedy,Drama",5.9,14.0
214830,tt0223897,PayItForward,Pay It Forward,2000,Drama,2.8,42.0
324661,tt0338337,Paycheck,Paycheck,2003,"Action,Mystery,Sci-Fi",8.2,38.0
204770,tt0213149,PearlHarbor,Pearl Harbor,2001,"Action,Drama,History",7.4,5.0
89758,tt0091738,PeggySueGotMarried,Peggy Sue Got Married,1986,"Comedy,Drama,Fantasy",6.9,12.0
986309,tt1003034,PerriersBounty,Perrier's Bounty,2009,"Action,Comedy,Crime",,
443359,tt0460898,Pervert,Pervert!,2005,"Comedy,Horror",6.9,10.0
108428,tt0110818,PetShop,Pet Shop,1994,"Comedy,Family,Sci-Fi",5.5,8.0
78057,tt0079714,Phantasm,Phantasm,1979,"Horror,Sci-Fi",5.6,45355.0
471797,tt0490196,PhatGirlz,Phat Girlz,2006,Comedy,7.8,19.0
86017,tt0087909,Phenomena,Phenomena,1985,"Horror,Mystery",6.6,24.0
2875010,tt2431286,Philomena,Philomena,2013,"Biography,Comedy,Drama",,
134848,tt0138704,Pi,Pi,1998,"Drama,Horror,Mystery",8.8,5.0
117193,tt0119896,PicturePerfect,Picture Perfect,1997,"Comedy,Drama,Romance",8.0,69.0
52196,tt0053172,PillowTalk,Pillow Talk,1959,"Comedy,Romance",6.5,96.0
33435,tt0034027,PimpernelSmith,'Pimpernel' Smith,1941,"Adventure,Drama,Thriller",6.7,33.0
883091,tt0910936,PineappleExpress,Pineapple Express,2008,"Action,Comedy,Crime",7.7,22559.0
960766,tt0991167,PingPongPlaya,Ping Pong Playa,2007,"Comedy,Sport",8.3,57.0
67732,tt0069089,PinkFlamingos,Pink Flamingos,1972,"Comedy,Crime",6.4,68.0
446520,tt0464154,Piranha3D,Piranha 3D,2010,"Comedy,Horror",9.1,14.0
131206,tt0134847,PitchBlack,Pitch Black,2000,"Horror,Sci-Fi",4.8,12.0
2478268,tt1981677,PitchPerfect,Pitch Perfect,2012,"Comedy,Music,Romance",,
1411262,tt1077258,PlanetTerror,Planet Terror,2007,"Action,Comedy,Horror",,
89783,tt0091763,Platoon,Platoon,1986,"Drama,War",4.4,42.0
67739,tt0069097,PlayItAgainSam,"Play It Again, Sam",1972,"Comedy,Romance",8.5,207670.0
118012,tt0120789,Pleasantville,Pleasantville,1998,"Comedy,Drama,Fantasy",7.3,31.0
86036,tt0087928,PoliceAcademy,Police Academy,1984,Comedy,7.3,2493.0
81168,tt0082926,Polyester,Polyester,1981,Comedy,7.5,29.0
2419936,tt1921064,Pompeii,Pompeii,2014,"Action,Adventure,Drama",,
1753286,tt1226681,Pontypool,Pontypool,2008,"Fantasy,Horror,Thriller",,
247514,tt0258038,PootieTang,Pootie Tang,2001,"Action,Adventure,Comedy",6.9,16.0
2564551,tt2070776,Populaire,Populaire,2012,"Comedy,Romance,Sport",,
52206,tt0053183,PorkChopHill,Pork Chop Hill,1959,"Action,Drama,War",5.6,34.0
82721,tt0084522,Porkys,Porky's,1981,Comedy,4.9,216.0
392934,tt0409182,Poseidon,Poseidon,2006,"Action,Adventure,Drama",6.1,44.0
91743,tt0093773,Predator,Predator,1987,"Action,Adventure,Sci-Fi",5.0,25.0
98208,tt0100403,Predator2,Predator 2,1990,"Action,Horror,Sci-Fi",4.5,113.0
2857547,tt2397535,Predestination,Predestination,2014,"Action,Drama,Mystery",,
105538,tt0107870,Prehysteria,Prehysteria!,1993,"Adventure,Comedy,Family",4.1,351.0
98209,tt0100404,PresumedInnocent,Presumed Innocent,1990,"Mystery,Thriller",8.1,241.0
366314,tt0381505,PrettyPersuasion,Pretty Persuasion,2005,"Comedy,Drama",6.6,8.0
91746,tt0093776,PrickUpYourEars,Prick Up Your Ears,1987,"Biography,Drama",5.6,10.0
114796,tt0117381,PrimalFear,Primal Fear,1996,"Crime,Drama,Mystery",7.5,27.0
374663,tt0390384,Primer,Primer,2004,"Drama,Sci-Fi,Thriller",7.3,66.0
87905,tt0089841,PrizzisHonor,Prizzi's Honor,1985,"Comedy,Crime,Drama",4.7,74.0
198275,tt0206226,PsychoBeachParty,Psycho Beach Party,2000,"Comedy,Horror,Mystery",5.7,11.0
87915,tt0089851,Pulgasari,Pulgasari,1985,"Action,Drama,Fantasy",6.0,753.0
108521,tt0110912,PulpFiction,Pulp Fiction,1994,"Crime,Drama",7.3,10.0
93851,tt0095925,Pumpkinhead,Pumpkinhead,1988,"Fantasy,Horror",5.1,11.0
261176,tt0272338,PunchDrunkLove,Punch-Drunk Love,2002,"Comedy,Drama,Romance",7.1,10.0
433034,tt0450314,PunisherWarZone,Punisher: War Zone,2008,"Action,Crime,Drama",7.0,8.0
100490,tt0102729,PureLuck,Pure Luck,1991,"Comedy,Crime,Mystery",5.5,13.0
86064,tt0087957,PurpleRain,Purple Rain,1984,"Drama,Music,Musical",5.6,57.0
63594,tt0064855,PutneySwope,Putney Swope,1969,Comedy,6.9,80.0
433085,tt0450367,Puzzlehead,Puzzlehead,2005,"Drama,Sci-Fi",6.8,18.0
24074,tt0024481,QueenChristina,Queen Christina,1933,"Biography,Drama,History",5.4,11.0
100502,tt0102741,QueensLogic,Queens Logic,1991,"Comedy,Drama",6.8,40.0
100505,tt0102744,QuigleyDownUnder,Quigley Down Under,1990,"Action,Adventure,Drama",7.0,36.0
173947,tt0180073,Quills,Quills,2000,"Biography,Drama",7.4,5.0
78113,tt0079770,Quintet,Quintet,1979,"Drama,Mystery,Sci-Fi",5.8,626.0
108541,tt0110932,QuizShow,Quiz Show,1994,"Biography,Drama,History",7.9,138.0
1191534,tt1038988,REC,[Rec],2007,"Action,Horror,Mystery",,
766831,tt0790736,RIPD,R.I.P.D.,2013,"Action,Adventure,Comedy",6.1,230.0
2242696,tt1735221,RPGMetanoia,RPG Metanoia,2010,"Adventure,Animation,Drama",,
431844,tt0449089,RV,RV,2006,"Adventure,Comedy,Family",5.9,8.0
242144,tt0252444,RabbitProofFence,Rabbit-Proof Fence,2002,"Adventure,Biography,Drama",7.0,102299.0
1455624,tt1084950,RachelGettingMarried,Rachel Getting Married,2008,"Drama,Romance",,
814895,tt0840363,RacingDaylight,Racing Daylight,2007,Drama,7.9,11.0
361058,tt0376105,RacingStripes,Racing Stripes,2005,"Adventure,Comedy,Drama",8.4,102.0
43201,tt0043954,RacketGirls,Racket Girls,1951,"Action,Crime,Drama",6.9,73.0
89837,tt0091817,Rad,Rad,1986,"Drama,Sport",7.9,56.0
42140,tt0042874,RadarSecretService,Radar Secret Service,1950,"Action,Crime,Drama",7.1,63.0
91788,tt0093818,RadioDays,Radio Days,1987,Comedy,6.7,15.0
102938,tt0105211,RadioFlyer,Radio Flyer,1992,Drama,6.3,90.0
79681,tt0081398,RagingBull,Raging Bull,1980,"Biography,Drama,Sport",6.4,675.0
2065431,tt1551621,RagingPhoenix,Deu suay doo,2009,"Action,Romance",,
93879,tt0095953,RainMan,Rain Man,1988,Drama,8.0,30.0
347158,tt0361696,RaiseYourVoice,Raise Your Voice,2004,"Family,Music,Musical",5.6,7.0
91792,tt0093822,RaisingArizona,Raising Arizona,1987,"Comedy,Crime",4.3,6.0
102944,tt0105217,RaisingCain,Raising Cain,1992,"Crime,Drama,Horror",5.6,17.0
87944,tt0089880,RamboFirstBloodPartII,Rambo: First Blood Part II,1985,"Action,Adventure,Thriller",6.2,2030.0
93882,tt0095956,RamboIII,Rambo III,1988,"Action,Adventure,Thriller",6.3,45.0
87945,tt0089881,Ran,Ran,1985,"Action,Drama",7.1,18.0
1864333,tt1343103,RaptorRanch,Raptor Ranch,2013,"Action,Adventure,Comedy",,
1920350,tt1401143,RareExportsAChristmasTale,Rare Exports,2010,"Adventure,Fantasy,Horror",,
42142,tt0042876,Rashomon,Rashômon,1950,"Crime,Drama,Mystery",6.4,508.0
154859,tt0159693,RazorBladeSmile,Razor Blade Smile,1998,Horror,7.2,19.0
86087,tt0087981,Razorback,Razorback,1984,"Horror,Thriller",6.2,16.0
87949,tt0089885,ReAnimator,Re-Animator,1985,"Comedy,Horror,Sci-Fi",6.2,381.0
87950,tt0089886,RealGenius,Real Genius,1985,"Comedy,Romance,Sci-Fi",2.7,115.0
416208,tt0433035,RealSteel,Real Steel,2011,"Action,Drama,Family",7.8,16.0
108559,tt0110950,RealityBites,Reality Bites,1994,"Comedy,Drama,Romance",6.4,41.0
46564,tt0047396,RearWindow,Rear Window,1954,"Mystery,Thriller",4.9,50.0
2045716,tt1530983,RedHill,Red Hill,2010,"Thriller,Western",,
192293,tt0199753,RedPlanet,Red Planet,2000,"Action,Sci-Fi,Thriller",7.4,16.0
96054,tt0098180,RedScorpion,Red Scorpion,1988,"Action,Adventure",7.4,11.0
847385,tt0873886,RedState,Red State,2011,"Action,Crime,Horror",7.3,7.0
467692,tt0485985,RedTails,Red Tails,2012,"Action,Drama,History",8.3,249.0
81219,tt0082979,Reds,Reds,1981,"Biography,Drama,History",7.3,1630.0
27859,tt0028346,ReeferMadness,Tell Your Children,1936,"Crime,Drama",5.4,112.0
471805,tt0490204,ReignOverMe,Reign Over Me,2007,Drama,7.7,23.0
790656,tt0815241,Religulous,Religulous,2008,"Comedy,Documentary,War",8.2,20.0
1899598,tt1379734,RepoChick,Repo Chick,2009,"Comedy,Crime",,
86100,tt0087995,RepoMan,Repo Man,1984,"Comedy,Crime,Sci-Fi",6.2,45.0
1273940,tt1053424,RepoMen,Repo Men,2010,"Action,Adventure,Crime",,
933715,tt0963194,RepoTheGeneticOpera,Repo! The Genetic Opera,2008,"Horror,Musical,Sci-Fi",8.6,40.0
98279,tt0100475,Repossessed,Repossessed,1990,"Comedy,Fantasy,Horror",6.4,44.0
55357,tt0056405,Reptilicus,Reptilicus,1961,"Action,Adventure,Drama",6.1,7.0
58533,tt0059646,Repulsion,Repulsion,1965,"Drama,Horror,Thriller",8.2,11256.0
102962,tt0105236,ReservoirDogs,Reservoir Dogs,1992,"Crime,Drama,Thriller",6.2,20.0
118024,tt0120804,ResidentEvil,Resident Evil,2002,"Action,Horror,Sci-Fi",4.0,314.0
1747531,tt1220634,ResidentEvilAfterlife,Resident Evil: Afterlife,2010,"Action,Adventure,Horror",,
305509,tt0318627,ResidentEvilApocalypse,Resident Evil: Apocalypse,2004,"Action,Horror,Sci-Fi",6.6,8.0
415228,tt0432021,ResidentEvilExtinction,Resident Evil: Extinction,2007,"Action,Horror,Sci-Fi",8.4,5.0
2356563,tt1855325,ResidentEvilRetribution,Resident Evil: Retribution,2012,"Action,Horror,Sci-Fi",,
2073052,tt1559549,Restrepo,Restrepo,2010,"Documentary,War",,
2483342,tt1986938,Revolution2012,Revolution 2012,2009,"Documentary,Mystery",,
1930090,tt1411250,Riddick,Riddick,2013,"Action,Adventure,Sci-Fi",,
47172,tt0048021,Rififi,Du rififi chez les hommes,1955,"Crime,Thriller",6.5,31.0
1165118,tt1034331,RighteousKill,Righteous Kill,2008,"Crime,Mystery,Thriller",,
52242,tt0053221,RioBravo,Rio Bravo,1959,"Action,Drama,Western",6.9,623.0
373632,tt0389328,RiseBloodHunter,Rise,2007,"Action,Horror,Mystery",6.3,344.0
3157349,tt3110770,RoadHard,Road Hard,2015,Comedy,,
98306,tt0100502,RoboCop2,RoboCop 2,1990,"Action,Crime,Sci-Fi",7.9,55.0
105642,tt0107978,RoboCop3,RoboCop 3,1993,"Action,Crime,Sci-Fi",6.3,14.0
1901318,tt1381512,RoboGeisha,Robo-geisha,2009,"Action,Comedy,Sci-Fi",,
118764,tt0121694,RoboVampire,Robo Vampire,1988,"Action,Horror,Sci-Fi",4.3,25.0
91840,tt0093872,RobotHolocaust,Robot Holocaust,1986,Sci-Fi,6.8,37.0
100561,tt0102800,RobotJox,Robot Jox,1989,"Action,Sci-Fi,Thriller",6.2,101.0
45445,tt0046248,RobotMonster,Robot Monster,1953,Sci-Fi,6.0,6.0
2261088,tt1754438,Robotropolis,Robotropolis,2011,"Action,Adventure,Sci-Fi",,
1783311,tt1258154,RockSlyde,Rock Slyde,2009,Comedy,,
42163,tt0042897,RocketshipXM,Rocketship X-M,1950,Sci-Fi,7.2,5.0
98310,tt0100506,Rockula,Rockula,1990,"Comedy,Horror,Musical",6.2,300.0
98311,tt0100507,RockyV,Rocky V,1990,"Drama,Sport",5.5,26.0
48909,tt0049782,Rodan,Sora no daikaijû Radon,1956,"Adventure,Drama,Horror",7.4,308.0
286816,tt0299117,RogerDodger,Roger Dodger,2002,"Comedy,Drama",7.8,6.0
387365,tt0403455,RollBounce,Roll Bounce,2005,"Comedy,Drama,Music",7.3,9.0
91844,tt0093876,RollingVengeance,Rolling Vengeance,1987,"Action,Drama",7.8,60.0
45447,tt0046250,RomanHoliday,Roman Holiday,1953,"Comedy,Romance",6.7,397.0
160604,tt0165929,RomeoMustDie,Romeo Must Die,2000,"Action,Crime,Thriller",7.4,29.0
103000,tt0105275,RomperStomper,Romper Stomper,1992,"Crime,Drama",6.0,55.0
119679,tt0122690,Ronin,Ronin,1998,"Action,Crime,Thriller",7.2,25.0
401328,tt0417791,RoryOSheaWasHere,Inside I'm Dancing,2004,"Comedy,Drama",6.5,8.0
125112,tt0128442,Rounders,Rounders,1998,"Crime,Drama",4.2,5.0
2341282,tt1839492,RubySparks,Ruby Sparks,2012,"Comedy,Drama,Fantasy",,
105666,tt0108002,Rudy,Rudy,1993,"Biography,Drama,Sport",7.0,218.0
127387,tt0130827,RunLolaRun,Lola rennt,1998,"Crime,Drama,Thriller",4.9,21.0
300603,tt0313542,RunawayJury,Runaway Jury,2003,"Crime,Drama,Thriller",7.5,23.0
88005,tt0089941,RunawayTrain,Runaway Train,1985,"Action,Adventure,Drama",6.2,17.0
125115,tt0128445,Rushmore,Rushmore,1998,"Comedy,Drama",8.4,5.0
304935,tt0318034,RussianArk,Russkiy kovcheg,2002,"Drama,Fantasy,History",7.8,6.0
89895,tt0091877,RuthlessPeople,Ruthless People,1986,"Comedy,Crime",5.6,209.0
65018,tt0066319,RyansDaughter,Ryan's Daughter,1970,"Drama,Romance",5.2,68.0
247623,tt0258153,S1m0ne,S1m0ne,2002,"Comedy,Drama,Sci-Fi",7.2,35.0
1757721,tt1231277,SDarko,S. Darko,2009,"Mystery,Sci-Fi,Thriller",,
129635,tt0133189,SLCPunk,SLC Punk!,1998,"Comedy,Drama,Music",6.0,32.0
246588,tt0257076,SWAT,S.W.A.T.,2003,"Action,Adventure,Crime",7.0,28.0
34673,tt0035279,Saboteur,Saboteur,1942,"Thriller,War",7.2,312.0
14213,tt0014429,SafetyLast,Safety Last!,1923,"Action,Comedy,Thriller",6.6,708.0
2363085,tt1862079,SafetyNotGuaranteed,Safety Not Guaranteed,2012,"Comedy,Drama,Romance",,
381662,tt0397619,SamaritanGirl,Samaria,2004,Drama,7.6,492311.0
80946,tt0082699,SamuraiReincarnation,Makai tenshô,1981,"Action,Fantasy,Horror",7.6,17.0
2617090,tt2126355,SanAndreas,San Andreas,2015,"Action,Adventure,Drama",,
854590,tt0881320,Sanctum,Sanctum,2011,"Adventure,Drama,Thriller",5.8,12.0
2346351,tt1844770,SandSharks,Sand Sharks,2012,"Action,Adventure,Comedy",,
88025,tt0089961,SantaClausTheMovie,Santa Claus: The Movie,1985,"Adventure,Family,Fantasy",7.2,155.0
377881,tt0393685,SantasSlay,Santa's Slay,2005,"Comedy,Fantasy,Horror",8.9,1268.0
2177999,tt1668200,SarahsKey,Elle s'appelait Sarah,2010,"Drama,War",,
365514,tt0380687,SatansLittleHelper,Satan's Little Helper,2004,"Comedy,Horror",7.9,20.0
75086,tt0076666,SaturdayNightFever,Saturday Night Fever,1977,"Drama,Music",6.7,47.0
77641,tt0079285,Saturn3,Saturn 3,1980,"Adventure,Horror,Sci-Fi",7.3,42895.0
318840,tt0332375,Saved,Saved!,2004,"Comedy,Drama",8.2,93.0
2630305,tt2140373,SavingMrBanks,Saving Mr. Banks,2013,"Biography,Comedy,Drama",,
118030,tt0120815,SavingPrivateRyan,Saving Private Ryan,1998,"Drama,War",6.8,17.0
890354,tt0918557,SavingSarahCain,Saving Sarah Cain,2007,Drama,6.8,5.0
230206,tt0239948,SavingSilverman,Saving Silverman,2001,"Comedy,Crime,Romance",7.9,15.0
96130,tt0098258,SayAnything,Say Anything...,1989,"Comedy,Drama,Romance",8.3,308.0
79737,tt0081455,Scanners,Scanners,1981,"Horror,Sci-Fi,Thriller",6.4,27.0
103047,tt0105322,ScannersIIITheTakeover,Scanners III: The Takeover,1991,"Action,Horror,Sci-Fi",4.3,7.0
100609,tt0102848,ScannersIITheNewOrder,Scanners II: The New Order,1991,"Action,Horror,Sci-Fi",5.5,11.0
37405,tt0038057,ScarletStreet,Scarlet Street,1945,"Drama,Film-Noir,Thriller",6.4,1937.0
105716,tt0108052,SchindlersList,Schindler's List,1993,"Biography,Drama,History",6.8,10.0
103052,tt0105327,SchoolTies,School Ties,1992,Drama,5.7,35.0
84411,tt0086259,Schwarzfahrer,Schwarzfahrer,1983,Comedy,6.2,64.0
256938,tt0267913,ScoobyDoo,Scooby-Doo,2002,"Adventure,Comedy,Family",7.5,260.0
1787428,tt1262416,Scream4,Scream 4,2011,"Horror,Mystery",,
93984,tt0096061,Scrooged,Scrooged,1988,"Comedy,Drama,Fantasy",5.3,54.0
111888,tt0114369,Se7en,Se7en,1995,"Crime,Drama,Mystery",4.2,18.0
313764,tt0327137,SecondhandLions,Secondhand Lions,2003,"Comedy,Drama,Family",7.6,56.0
59806,tt0060956,SecretAgentSuperDragon,New York chiama Superdrago,1966,"Mystery,Thriller",6.0,81.0
86178,tt0088074,SecretHonor,Secret Honor,1984,"Biography,Comedy,Drama",6.9,702.0
349375,tt0363988,SecretWindow,Secret Window,2004,"Drama,Mystery,Thriller",9.2,6.0
1132248,tt1028576,Secretariat,Secretariat,2010,"Biography,Drama,Family",,
117382,tt0120094,Selena,Selena,1997,"Biography,Drama,Music",6.7,111.0
461453,tt0479537,SeraphimFalls,Seraphim Falls,2006,"Action,Drama,Thriller",5.3,37.0
33573,tt0034167,SergeantYork,Sergeant York,1941,"Biography,Drama,History",7.5,104.0
108734,tt0111127,SerialMom,Serial Mom,1994,"Comedy,Crime,Thriller",3.6,108.0
240811,tt0251031,Series7TheContenders,Series 7: The Contenders,2001,"Comedy,Thriller",7.5,11.0
69249,tt0070666,Serpico,Serpico,1973,"Biography,Crime,Drama",6.9,19.0
251288,tt0261983,Session9,Session 9,2001,"Horror,Mystery",6.7,82.0
16093,tt0016332,SevenChances,Seven Chances,1925,"Comedy,Romance",7.1,237.0
789766,tt0814314,SevenPounds,Seven Pounds,2008,Drama,7.5,60.0
2430002,tt1931533,SevenPsychopaths,Seven Psychopaths,2012,"Comedy,Crime",,
46643,tt0047478,SevenSamurai,Shichinin no samurai,1954,"Adventure,Drama",6.0,25.0
2454041,tt1956620,SexTape,Sex Tape,2014,"Comedy,Romance",,
195339,tt0203119,SexyBeast,Sexy Beast,2000,"Crime,Drama,Thriller",7.1,8.0
115012,tt0117609,SgtKabukimanNYPD,Sgt. Kabukiman N.Y.P.D.,1990,"Action,Comedy,Crime",6.7,6.0
76623,tt0078239,SgtPeppersLonelyHeartsClubBand,Sgt. Pepper's Lonely Hearts Club Band,1978,"Adventure,Comedy,Fantasy",7.0,62.0
380920,tt0396857,Shadowboxer,Shadowboxer,2005,"Action,Crime,Drama",7.2,19.0
98390,tt0100589,Shakma,Shakma,1990,"Horror,Sci-Fi,Thriller",4.7,9.0
245923,tt0256380,ShallowHal,Shallow Hal,2001,"Comedy,Drama,Fantasy",5.3,6.0
45499,tt0046303,Shane,Shane,1953,"Drama,Western",6.6,136.0
178449,tt0184894,ShanghaiNoon,Shanghai Noon,2000,"Action,Adventure,Comedy",6.0,28.0
274366,tt0286112,ShaolinSoccer,Siu Lam juk kau,2001,"Action,Comedy,Fantasy",6.1,12.0
348477,tt0363060,Shara,Sharasôju,2003,Drama,7.9,153.0
24141,tt0024548,SheDoneHimWrong,She Done Him Wrong,1933,"Comedy,Drama,History",7.3,14.0
369016,tt0384533,SheHateMe,She Hate Me,2004,"Comedy,Drama",7.9,9.0
15096,tt0015324,SherlockJr,Sherlock Jr.,1924,"Action,Comedy,Romance",7.4,12.0
155904,tt0160862,ShesAllThat,She's All That,1999,"Comedy,Romance",6.1,14.0
1400729,tt1075419,ShinjukuIncident,Xin Su shi jian,2009,"Action,Crime,Drama",,
88076,tt0090015,Shoah,Shoah,1985,"Documentary,History,War",4.4,496.0
56424,tt0057495,ShockCorridor,Shock Corridor,1963,"Drama,Mystery",5.1,12.0
96190,tt0098320,Shocker,Shocker,1989,"Comedy,Horror,Thriller",5.8,5.0
447922,tt0465602,ShootEmUp,Shoot 'Em Up,2007,Action,6.2,2766.0
352295,tt0367027,Shortbus,Shortbus,2006,"Comedy,Drama",8.5,61.0
9481,tt0009611,ShoulderArms,Shoulder Arms,1918,"Comedy,War",6.5,214.0
146243,tt0150662,ShowMeLove,Fucking Åmål,1998,"Comedy,Drama,Romance",7.4,139.0
19105,tt0019379,ShowPeople,Show People,1928,"Comedy,Romance",6.6,25.0
474031,tt0492486,Shrooms,Shrooms,2007,"Comedy,Horror,Mystery",4.3,6.0
853941,tt0880648,Shuttle,Shuttle,2008,"Crime,Drama,Mystery",7.6,5.0
78242,tt0079907,Siberiade,Sibiriada,1979,"Drama,History,Romance",6.1,683.0
1420810,tt1078931,SickGirl,Sick Girl,2007,"Crime,Horror,Thriller",,
103124,tt0105402,Sidekicks,Sidekicks,1992,"Action,Adventure,Comedy",4.5,8.0
2518932,tt2023690,Sightseers,Sightseers,2012,"Adventure,Comedy,Crime",,
274360,tt0286106,Signs,Signs,2002,"Drama,Mystery,Sci-Fi",6.4,13.0
369018,tt0384537,SilentHill,Silent Hill,2006,Horror,7.7,66.0
2273017,tt1767382,SilentHouse,Silent House,2011,"Drama,Horror,Mystery",,
73681,tt0075222,SilentMovie,Silent Movie,1976,Comedy,5.0,5.0
86221,tt0088117,SilentNightDeadlyNight,"Silent Night, Deadly Night",1984,"Horror,Thriller",7.5,99.0
82876,tt0084684,SilentRage,Silent Rage,1982,"Action,Crime,Horror",6.7,194.0
88082,tt0090021,SilverBullet,Silver Bullet,1985,Horror,6.3,3703.0
1229698,tt1045658,SilverLiningsPlaybook,Silver Linings Playbook,2012,"Comedy,Drama,Romance",,
73682,tt0075223,SilverStreak,Silver Streak,1976,"Action,Comedy,Crime",6.8,1973.0
88083,tt0090022,Silverado,Silverado,1985,"Action,Crime,Drama",7.9,3034.0
1658507,tt1127715,SinNombre,Sin nombre,2009,"Adventure,Crime,Drama",,
36640,tt0037280,SinceYouWentAway,Since You Went Away,1944,"Drama,Romance,War",4.7,16.0
103136,tt0105414,SingleWhiteFemale,Single White Female,1992,"Drama,Thriller",7.8,838.0
2421607,tt1922777,Sinister,Sinister,2012,"Horror,Mystery,Thriller",,
103139,tt0105417,SisterAct,Sister Act,1992,"Comedy,Crime,Family",6.3,9.0
118038,tt0120828,SixDaysSevenNights,Six Days Seven Nights,1998,"Action,Adventure,Comedy",5.9,58.0
116087,tt0118736,SixStringSamurai,Six-String Samurai,1998,"Action,Adventure,Comedy",4.7,7.0
330642,tt0344777,SixTheMarkUnleashed,Six: The Mark Unleashed,2004,"Action,Drama,Sci-Fi",7.7,35.0
86231,tt0088128,SixteenCandles,Sixteen Candles,1984,"Comedy,Romance",8.0,65.0
1396156,tt1074638,Skyfall,Skyfall,2012,"Action,Adventure,Thriller",,
100704,tt0102943,Slacker,Slacker,1990,"Comedy,Drama",6.5,67.0
75141,tt0076723,SlapShot,Slap Shot,1977,"Comedy,Drama,Sport",5.7,429.0
89986,tt0091969,SlaughterHigh,Slaughter High,1986,"Horror,Thriller",5.6,18.0
84472,tt0086320,SleepawayCamp,Sleepaway Camp,1983,Horror,6.8,9.0
157602,tt0162661,SleepyHollow,Sleepy Hollow,1999,"Fantasy,Horror,Mystery",6.4,37.0
117434,tt0120148,SlidingDoors,Sliding Doors,1998,"Comedy,Drama,Fantasy",6.0,112.0
115068,tt0117666,SlingBlade,Sling Blade,1996,Drama,7.6,8.0
105824,tt0108162,Sliver,Sliver,1993,"Drama,Thriller",6.3,10.0
1026374,tt1010048,SlumdogMillionaire,Slumdog Millionaire,2008,"Drama,Romance",,
111988,tt0114474,SmallFaces,Small Faces,1996,Drama,8.0,6.0
119704,tt0122718,SmallSoldiers,Small Soldiers,1998,"Action,Adventure,Comedy",6.6,215.0
2557706,tt2063781,Smashed,Smashed,2012,Drama,,
757006,tt0780608,SmileyFace,Smiley Face,2007,Comedy,5.4,31.0
117601,tt0120321,SmokeSignals,Smoke Signals,1998,"Comedy,Drama",7.8,6.0
457449,tt0475394,SmokinAces,Smokin' Aces,2006,"Action,Crime,Drama",5.5,6.0
200018,tt0208092,Snatch,Snatch,2000,"Comedy,Crime",5.2,5.0
430900,tt0448124,SnowCake,Snow Cake,2006,"Drama,Romance",7.7,9.0
269849,tt0281373,SnowDogs,Snow Dogs,2002,"Adventure,Comedy,Family",7.0,328.0
2215174,tt1706620,Snowpiercer,Snowpiercer,2013,"Action,Drama,Sci-Fi",,
953899,tt0984118,Snuff102,Snuff 102,2007,"Horror,Thriller",7.9,15.0
2271876,tt1766094,SoUndercover,So Undercover,2012,"Action,Comedy",,
